forme	lemme	catégorie
il	il	PPER3S
a	avoir	VINDP3S
descendu	descendre	VPARPMS
,	,	PCTFAIB
à	à	PREP
la	le	DETDFS
chasse	chasse	NCFS
,	,	PCTFAIB
d'	de	PREP
un	un	DETIMS
coup	coup	NCMS
de	de	PREP
fusil	fusil	NCMS
,	,	PCTFAIB
devait	devoir	VINDI3S
déjà	déjà	ADV
le	le	PPER3S
tenir	tenir	VINF
lui-même	lui-même	PPER3S
au	à le	DETDMS
bout	bout	NCMS
de	de	PREP
sa	son	DETPOSS
carabine	carabine	NCFS
.	.	PCTFORTE
On	on	PPER3S
se	se	PPER3S
défend	défendre	VINDP3S
,	,	PCTFAIB
que	que	SUB
voulez	vouloir	VINDP2P
-vous	vous	PPER2P
!	!	PCTFORTE
Mais	mais	COO
Chantegreil	Chantegreil	NPI
était	être	VINDI3S
un	un	DETIMS
honnête	honnête	ADJSIG
homme	homme	NCMS
,	,	PCTFAIB
Chantegreil	Chantegreil	NPI
n'	ne	ADV
a	avoir	VINDP3S
pas	pas	ADV
volé	voler	VPARPMS
.	.	PCTFORTE
Comme	comme	SUB
il	il	PPER3S
arrive	arriver	VINDP3S
en	en	PREP
pareil	pareil	ADJMS
cas	cas	NCMIN
,	,	PCTFAIB
l'	le	DETDFS
attestation	attestation	NCFS
de	de	PREP
ce	ce	DETDEM
braconnier	braconnier	NCMS
suffit	suffire	VINDPS3S
pour	pour	PREP
que	que	SUB
Miette	miette	NCFS
trouvât	trouver	VSUBI3S
des	un	DETDPIG
défenseurs	défenseur	NCMP
.	.	PCTFORTE
Plusieurs	plusieurs	ADJIND
ouvriers	ouvrier	NCMP
voulurent	vouloir	VINDPS3P
avoir	avoir	VINF
également	également	ADV
connu	connaître	VPARPMS
Chantegreil	Chantegreil	NPI
.	.	PCTFORTE
Oui	oui	ADV
,	,	PCTFAIB
oui	oui	ADV
,	,	PCTFAIB
c'	ce	PDS
est	être	VINDP3S
vrai	vrai	ADJMS
,	,	PCTFAIB
dirent	dire	VINDPS3P
-ils	il	PPER3P
.	.	PCTFORTE
Ce	ce	PDS
n'	ne	ADV
était	être	VINDI3S
pas	pas	ADV
un	un	DETIMS
voleur	voleur	NCMS
.	.	PCTFORTE
Il	il	PPER3S
y	y	PPER3S
a	avoir	VINDP3S
,	,	PCTFAIB
à	à	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
des	un	DETDPIG
canailles	canaille	NCFP
qu'	que	PRI
il	il	PPER3S
faudrait	falloir	VCONP3S
envoyer	envoyer	VINF
au	à le	DETDMS
bagne	bagne	NCMS
à	à	PREP
sa	son	DETPOSS
place	place	NCFS
...	...	PCTFORTE
Chantegreil	Chantegreil	NPI
était	être	VINDI3S
notre	notre	DETPOSS
frère	frère	NCMS
...	...	PCTFORTE
Allons	aller	VIMPP1P
,	,	PCTFAIB
calme	calmer	VIMPP2S
-toi	toi	PPER2S
,	,	PCTFAIB
petite	petit	NCFS
.	.	PCTFORTE
Jamais	jamais	ADV
Miette	Miette	NPFS
n'	ne	ADV
avait	avoir	VINDI3S
entendu	entendre	VPARPMS
dire	dire	VINF
du	du	DETDMS
bien	bien	NCMS
de	de	PREP
son	son	DETPOSS
père	père	NCMS
.	.	PCTFORTE
On	on	PPER3S
le	le	PPER3S
traitait	traiter	VINDI3S
ordinairement	ordinairement	ADV
devant	devant	PREP
elle	elle	PPER3S
de	de	PREP
gueux	gueux	NCMIN
,	,	PCTFAIB
de	de	PREP
scélérat	scélérat	NCMS
,	,	PCTFAIB
et	et	COO
voilà	voilà	PREP
qu'	que	SUB
elle	elle	PPER3S
rencontrait	rencontrer	VINDI3S
de	de	PREP
braves	brave	ADJPIG
coeurs	coeur	NCMP
qui	qui	PRI
avaient	avoir	VINDI3P
pour	pour	PREP
lui	lui	PPER3S
des	un	DETDPIG
paroles	parole	NCFP
de	de	PREP
pardon	pardon	NCMS
et	et	COO
qui	qui	PRI
le	le	PPER3S
déclaraient	déclarer	VINDI3P
un	un	DETIMS
honnête	honnête	ADJSIG
homme	homme	NCMS
.	.	PCTFORTE
Alors	alors	ADV
elle	elle	PPER3S
fondit	fondre	VINDPS3S
en	en	PREP
larmes	larme	NCFP
,	,	PCTFAIB
elle	elle	PPER3S
retrouva	retrouver	VINDPS3S
l'	le	DETDFS
émotion	émotion	NCFS
que	que	PRI
La Marseillaise	La marseillaise	NPHSIG
avait	avoir	VINDI3S
fait	faire	VPARPMS
monter	monter	VINF
à	à	PREP
sa	son	DETPOSS
gorge	gorge	NCFS
,	,	PCTFAIB
elle	elle	PPER3S
chercha	chercher	VINDPS3S
comment	comment	SUB
elle	elle	PPER3S
pourrait	pouvoir	VCONP3S
remercier	remercier	VINF
ces	ce	DETDEM
hommes	homme	NCMP
doux	doux	ADJMIN
aux	à le	DETDPIG
malheureux	malheureux	NCMIN
.	.	PCTFORTE
Un	un	DETIMS
moment	moment	NCMS
,	,	PCTFAIB
il	il	PPER3S
lui	lui	PPER3S
vint	venir	VINDPS3S
l'	le	DETDFS
idée	idée	NCFS
de	de	PREP
leur	leur	PPER3P
serrer	serrer	VINF
la	le	DETDFS
main	main	NCFS
à	à	PREP
tous	tout	PIMP
,	,	PCTFAIB
comme	comme	SUB
un	un	DETIMS
garçon	garçon	NCMS
.	.	PCTFORTE
Mais	mais	COO
son	son	DETPOSS
coeur	coeur	NCMS
trouva	trouver	VINDPS3S
mieux	mieux	ADV
.	.	PCTFORTE
A	avoir	VINDP3S
côté	côté	NCMS
d'	de	PREP
elle	elle	PPER3S
se	se	PPER3S
tenait	tenir	VINDI3S
debout	debout	ADV
l'	le	DETDMS
insurgé	insurgé	NCMS
qui	qui	PRI
portait	porter	VINDI3S
le	le	DETDMS
drapeau	drapeau	NCMS
.	.	PCTFORTE
Elle	elle	PPER3S
toucha	toucher	VINDPS3S
la	le	DETDFS
hampe	hampe	NCHFS
du	de le	DETDMS
drapeau	drapeau	NCMS
et	et	COO
,	,	PCTFAIB
pour	pour	PREP
tout	tout	ADJIND
remerciement	remerciement	NCMS
,	,	PCTFAIB
elle	elle	PPER3S
dit	dire	VINDP3S
d'	de	PREP
une	un	DETIFS
voix	voix	NCFIN
suppliante	suppliant	ADJFS
:	:	PCTFORTE
Donnez	donner	VIMPP2P
-le	le	PPER3S
-moi	moi	PPER1S
,	,	PCTFAIB
je	je	PPER1S
le	le	PPER3S
porterai	porter	VINDF1S
.	.	PCTFORTE
Les	le	DETDPIG
ouvriers	ouvrier	NCMP
,	,	PCTFAIB
simples	simple	ADJPIG
d'	de	PREP
esprit	esprit	NCMS
,	,	PCTFAIB
comprirent	comprendre	VINDPS3P
le	le	DETDMS
côté	côté	NCMS
naïvement	naïvement	ADV
sublime	sublime	ADJSIG
de	de	PREP
ce	ce	DETDEM
remerciement	remerciement	NCMS
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
cela	cela	PDS
,	,	PCTFAIB
crièrent	crier	VINDPS3P
-ils	il	PPER3P
,	,	PCTFAIB
la	le	DETDFS
Chantegreil	Chantegreil	NPI
portera	porter	VINDF3S
le	le	DETDMS
drapeau	drapeau	NCMS
.	.	PCTFORTE
Un	un	DETIMS
bûcheron	bûcheron	NCMS
fit	faire	VINDPS3S
remarquer	remarquer	VINF
qu'	que	SUB
elle	elle	PPER3S
se	se	PPER3S
fatiguerait	fatiguer	VCONP3S
vite	vite	ADV
,	,	PCTFAIB
qu'	que	SUB
elle	elle	PPER3S
ne	ne	ADV
pourrait	pouvoir	VCONP3S
aller	aller	VINF
loin	loin	ADV
.	.	PCTFORTE
Oh	oh	INT
!	!	PCTFAIB
je	je	PPER1S
suis	être	VINDP1S
forte	fort	ADJFS
,	,	PCTFAIB
dit	dire	VINDP3S
-elle	elle	PPER3S
orgueilleusement	orgueilleusement	ADV
en	en	PREP
retroussant	retrousser	VPARPRES
ses	son	DETPOSS
manches	manche	NCPIG
,	,	PCTFAIB
et	et	COO
en	en	PREP
montrant	montrer	VPARPRES
ses	son	DETPOSS
bras	bras	NCMIN
ronds	rond	ADJMP
,	,	PCTFAIB
aussi	aussi	ADV
gros	gros	ADJMIN
déjà	déjà	ADV
que	que	SUB
ceux	celui	PDP
d'	de	PREP
une	un	DETIFS
femme	femme	NCFS
faite	fait	ADJFS
.	.	PCTFORTE
Et	et	COO
comme	comme	SUB
on	on	PPER3S
lui	lui	PPER3S
tendait	tendre	VINDI3S
le	le	DETDMS
drapeau	drapeau	NCMS
:	:	PCTFORTE
Attendez	attendre	VIMPP2P
,	,	PCTFAIB
reprit	reprendre	VINDPS3S
-elle	elle	PPER3S
.	.	PCTFORTE
Elle	elle	PPER3S
retira	retirer	VINDPS3S
vivement	vivement	ADV
sa	son	DETPOSS
pelisse	pelisse	NCFS
,	,	PCTFAIB
qu'	que	PRI
elle	elle	PPER3S
remit	remettre	VINDPS3S
ensuite	ensuite	ADV
,	,	PCTFAIB
après	après	PREP
l'	le	PPER3S
avoir	avoir	VINF
tournée	tourner	VPARPFS
du	de le	DETDMS
côté	côté	NCMS
de	de	PREP
la	le	DETDFS
doublure	doublure	NCFS
rouge	rouge	ADJSIG
.	.	PCTFORTE
Alors	alors	ADV
elle	elle	PPER3S
apparut	apparaître	VINDPS3S
,	,	PCTFAIB
dans	dans	PREP
la	le	DETDFS
blanche	blanc	ADJFS
clarté	clarté	NCFS
de	de	PREP
la	le	DETDFS
lune	lune	NCFS
,	,	PCTFAIB
drapée	draper	VPARPFS
d'	de	PREP
un	un	DETIMS
large	large	ADJSIG
manteau	manteau	NCMS
de	de	PREP
pourpre	pourpre	NCSIG
qui	qui	PRI
lui	lui	PPER3S
tombait	tomber	VINDI3S
jusqu'	jusque	PREP
aux	à le	DETDPIG
pieds	pied	NCMP
.	.	PCTFORTE
Le	le	DETDMS
capuchon	capuchon	NCMS
,	,	PCTFAIB
arrêté	arrêter	VPARPMS
sur	sur	PREP
le	le	DETDMS
bord	bord	NCMS
de	de	PREP
son	son	DETPOSS
chignon	chignon	NCMS
,	,	PCTFAIB
la	le	PPER3S
coiffait	coiffer	VINDI3S
d'	de	PREP
une	un	DETIFS
sorte	sorte	NCFS
de	de	PREP
bonnet	bonnet	NCMS
phrygien	phrygien	ADJMS
.	.	PCTFORTE
Elle	elle	PPER3S
prit	prendre	VINDPS3S
le	le	DETDMS
drapeau	drapeau	NCMS
,	,	PCTFAIB
en	en	PREP
serra	serra	NCFS
la	le	DETDFS
hampe	hampe	NCHFS
contre	contre	PREP
sa	son	DETPOSS
poitrine	poitrine	NCFS
et	et	COO
se	se	PPER3S
tint	tenir	VINDPS3S
droite	droit	ADJFS
,	,	PCTFAIB
dans	dans	PREP
les	le	DETDPIG
plis	pli	NCMP
de	de	PREP
cette	ce	DETDEM
bannière	bannière	NCFS
sanglante	sanglant	ADJFS
qui	qui	PRI
flottait	flotter	VINDI3S
derrière	derrière	PREP
elle	elle	PPER3S
.	.	PCTFORTE
Sa	son	DETPOSS
tête	tête	NCFS
d'	de	PREP
enfant	enfant	NCSIG
exaltée	exalté	ADJFS
,	,	PCTFAIB
avec	avec	PREP
ses	son	DETPOSS
cheveux	cheveu	NCMP
crépus	crépu	ADJMP
,	,	PCTFAIB
ses	son	DETPOSS
grands	grand	ADJMP
yeux	oeil	NCMP
humides	humide	ADJPIG
,	,	PCTFAIB
ses	son	DETPOSS
lèvres	lèvre	NCFP
entrouvertes	entrouvrir	VPARPFP
par	par	PREP
un	un	DETIMS
sourire	sourire	NCMS
,	,	PCTFAIB
eut	avoir	VINDPS3S
un	un	DETIMS
élan	élan	NCMS
d'	de	PREP
énergique	énergique	ADJSIG
fierté	fierté	NCFS
,	,	PCTFAIB
en	en	PREP
se	se	PPER3S
levant	lever	VPARPRES
à	à	PREP
demi	demi	ADV
vers	vers	PREP
le	le	DETDMS
ciel	ciel	NCMS
.	.	PCTFORTE
A	avoir	VINDP3S
ce	ce	DETDEM
moment	moment	NCMS
,	,	PCTFAIB
elle	elle	PPER3S
fut	être	VINDPS3S
la	le	DETDFS
vierge	vierge	NCFS
Liberté	Liberté	NPMS
.	.	PCTFORTE
Les	le	DETDPIG
insurgés	insurgé	NCMP
éclatèrent	éclater	VINDPS3P
en	en	PREP
applaudissements	applaudissement	NCMP
.	.	PCTFORTE
Ces	ce	DETDEM
Méridionaux	Méridionaux	NCMP
,	,	PCTFAIB
à	à	PREP
l'	le	DETDFS
imagination	imagination	NCFS
vive	vif	ADJFS
,	,	PCTFAIB
étaient	être	VINDI3P
saisis	saisir	VPARPMP
et	et	COO
enthousiasmés	enthousiasmer	VPARPMP
par	par	PREP
la	le	DETDFS
brusque	brusque	ADJSIG
apparition	apparition	NCFS
de	de	PREP
cette	ce	DETDEM
grande	grand	ADJFS
fille	fille	NCFS
toute	tout	ADJFS
rouge	rouge	ADJSIG
qui	qui	PRI
serrait	serrer	VINDI3S
si	si	ADV
nerveusement	nerveusement	ADV
leur	leur	DETPOSS
drapeau	drapeau	NCMS
sur	sur	PREP
son	son	DETPOSS
sein	sein	NCMS
.	.	PCTFORTE
Des	un	DETDPIG
cris	cri	NCMP
partirent	partir	VINDPS3P
du	de le	DETDMS
groupe	groupe	NCMS
.	.	PCTFORTE
Bravo	Bravo	NPMS
,	,	PCTFAIB
la	le	DETDFS
Chantegreil	Chantegreil	NPI
!	!	PCTFORTE
Vive	vivre	VSUBP3S
la	le	DETDFS
Chantegreil	Chantegreil	NPI
!	!	PCTFORTE
Elle	elle	PPER3S
restera	rester	VINDF3S
avec	avec	PREP
nous	nous	PPER1P
,	,	PCTFAIB
elle	elle	PPER3S
nous	nous	PPER1P
portera	porter	VINDF3S
bonheur	bonheur	NCMS
!	!	PCTFORTE
On	on	PPER3S
l'	le	PPER3S
eût	avoir	VSUBI3S
acclamée	acclamer	VPARPFS
longtemps	longtemps	ADV
si	si	SUB
l'	le	DETDMS
ordre	ordre	NCMS
de	de	PREP
se	se	PPER3S
remettre	remettre	VINF
en	en	PREP
marche	marche	NCFS
n'	ne	ADV
était	être	VINDI3S
arrivé	arriver	VPARPMS
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
pendant	pendant	PREP
que	que	SUB
la	le	DETDFS
colonne	colonne	NCFS
s'	se	PPER3S
ébranlait	ébranler	VINDI3S
,	,	PCTFAIB
Miette	miette	NCFS
pressa	presser	VINDPS3S
la	le	DETDFS
main	main	NCFS
de	de	PREP
Silvère	Silvère	NPHSIG
,	,	PCTFAIB
qui	qui	PRI
venait	venir	VINDI3S
de	de	PREP
se	se	PPER3S
placer	placer	VINF
à	à	PREP
son	son	DETPOSS
côté	côté	NCMS
,	,	PCTFAIB
et	et	COO
lui	lui	PPER3S
murmura	murmurer	VINDPS3S
à	à	PREP
l'	le	DETDFS
oreille	oreille	NCFS
:	:	PCTFORTE
Tu	tu	PPER2S
entends	entendre	VINDP2S
!	!	PCTFAIB
je	je	PPER1S
resterai	rester	VINDF1S
avec	avec	PREP
toi	toi	PPER2S
.	.	PCTFORTE
Tu	tu	PPER2S
veux	vouloir	VINDP2S
bien	bien	ADV
?	?	PCTFORTE
Silvère	Silvère	NPMS
,	,	PCTFAIB
sans	sans	PREP
répondre	répondre	VINF
,	,	PCTFAIB
lui	lui	PPER3S
rendit	rendre	VINDPS3S
son	son	DETPOSS
étreinte	étreinte	NCFS
.	.	PCTFORTE
Il	il	PPER3S
acceptait	accepter	VINDI3S
.	.	PCTFORTE
Profondément	profondément	ADV
ému	ému	ADJMS
,	,	PCTFAIB
il	il	PPER3S
était	être	VINDI3S
d'	de	PREP
ailleurs	ailleurs	ADV
incapable	incapable	ADJSIG
de	de	PREP
ne	ne	ADV
pas	pas	ADV
se	se	PPER3S
laisser	laisser	VINF
aller	aller	VINF
au	à le	DETDMS
même	même	ADJSIG
enthousiasme	enthousiasme	NCMS
que	que	ADV
ses	son	DETPOSS
compagnons	compagnon	NCMP
.	.	PCTFORTE
Miette	miette	NCFS
lui	lui	PPER3S
était	être	VINDI3S
apparue	apparaître	VPARPFS
si	si	ADV
belle	beau	ADJFS
,	,	PCTFAIB
si	si	ADV
grande	grand	ADJFS
,	,	PCTFAIB
si	si	ADV
sainte	saint	ADJFS
!	!	PCTFORTE
Pendant	pendant	PREP
toute	tout	ADJFS
la	le	DETDFS
montée	montée	NCFS
de	de	PREP
la	le	DETDFS
côte	côte	NCFS
,	,	PCTFAIB
il	il	PPER3S
la	le	PPER3S
revit	revoir	VINDPS3S
devant	devant	PREP
lui	lui	PPER3S
,	,	PCTFAIB
rayonnante	rayonnant	ADJFS
,	,	PCTFAIB
dans	dans	PREP
une	un	DETIFS
gloire	gloire	NCFS
empourprée	empourpré	ADJFS
.	.	PCTFORTE
Maintenant	maintenant	ADV
,	,	PCTFAIB
il	il	PPER3S
la	le	PPER3S
confondait	confondre	VINDI3S
avec	avec	PREP
son	son	DETPOSS
autre	autre	NCMS
maîtresse	maître	ADJFS
adorée	adoré	ADJFS
,	,	PCTFAIB
la	le	DETDFS
République	république	NCFS
.	.	PCTFORTE
Il	il	PPER3S
aurait	avoir	VCONP3S
voulu	vouloir	VPARPMS
être	être	NCMS
arrivé	arrivé	ADJMS
,	,	PCTFAIB
avoir	avoir	VINF
son	son	DETPOSS
fusil	fusil	NCMS
sur	sur	PREP
l'	le	DETDFS
épaule	épaule	NCFS
.	.	PCTFORTE
Mais	mais	COO
les	le	DETDPIG
insurgés	insurgé	NCMP
montaient	monter	VINDI3P
lentement	lentement	ADV
.	.	PCTFORTE
L'	le	DETDMS
ordre	ordre	NCMS
était	être	VINDI3S
donné	donner	VPARPMS
de	de	PREP
faire	faire	VINF
le	le	DETDMS
moins	moins	NCMIN
de	de	PREP
bruit	bruit	NCMS
possible	possible	ADJSIG
.	.	PCTFORTE
La	le	DETDFS
colonne	colonne	NCFS
s'	se	PPER3S
avançait	avancer	VINDI3S
entre	entre	PREP
les	le	DETDPIG
deux	deux	ADJNUM
rangées	rangée	NCFP
d'	de	PREP
offres	offre	NCFP
,	,	PCTFAIB
pareille	pareil	ADJFS
à	à	PREP
un	un	DETIMS
serpent	serpent	NCMS
gigantesque	gigantesque	ADJSIG
dont	dont	PRI
chaque	chaque	ADJIND
anneau	anneau	NCMS
aurait	avoir	VCONP3S
eu	avoir	VPARPMS
d'	de	PREP
étranges	étrange	ADJPIG
frémissements	frémissement	NCMP
.	.	PCTFORTE
La	le	DETDFS
nuit	nuit	NCFS
glacée	glacer	VPARPFS
de	de	PREP
décembre	décembre	NCMIN
avait	avoir	VINDI3S
repris	reprendre	VPARPMS
son	son	DETPOSS
silence	silence	NCMS
,	,	PCTFAIB
et	et	COO
seule	seul	ADJFS
la	le	DETDFS
Viorne	viorne	NCFS
paraissait	paraître	VINDI3S
gronder	gronder	VINF
d'	de	PREP
une	un	DETIFS
voix	voix	NCFIN
plus	plus	ADV
haute	haut	ADJHFS
.	.	PCTFORTE
Dés	dé	NCMP
les	le	DETDPIG
premières	premier	ADJORD
maisons	maison	NCFP
du	de le	DETDMS
faubourg	faubourg	NCMS
,	,	PCTFAIB
Silvère	Silvère	NPHSIG
courut	courir	VINDPS3S
en	en	PREP
avant	avant	ADV
pour	pour	PREP
aller	aller	VINF
chercher	chercher	VINF
son	son	DETPOSS
fusil	fusil	NCMS
à	à	PREP
l'	le	DETDFS
aire	aire	NCFS
Saint	Saint	NPMS
-Mittre	Mittre	NPI
,	,	PCTFAIB
qu'	que	PRI
il	il	PPER3S
retrouva	retrouver	VINDPS3S
endormie	endormi	ADJFS
sous	sous	PREP
la	le	DETDFS
lune	lune	NCFS
.	.	PCTFORTE
Quand	quand	SUB
il	il	PPER3S
rejoignit	rejoindre	VINDPS3S
les	le	DETDPIG
insurgés	insurgé	NCMP
,	,	PCTFAIB
ils	il	PPER3P
étaient	être	VINDI3P
arrivés	arriver	VPARPMP
devant	devant	PREP
la	le	DETDFS
porte	porte	NCFS
de	de	PREP
Rome	Rome	NPHSIG
.	.	PCTFORTE
Miette	miette	NCFS
se	se	PPER3S
pencha	pencher	VINDPS3S
et	et	COO
lui	lui	PPER3S
dit	dire	VINDP3S
avec	avec	PREP
son	son	DETPOSS
sourire	sourire	NCMS
d'	de	PREP
enfant	enfant	NCSIG
:	:	PCTFORTE
Il	il	PPER3S
me	me	PPER1S
semble	sembler	VINDP3S
que	que	SUB
je	je	PPER1S
suis	être	VINDP1S
à	à	PREP
la	le	DETDFS
procession	procession	NCFS
de	de	PREP
la	le	DETDFS
Fête	fête	NCFS
Dieu	Dieu	NCMS
,	,	PCTFAIB
et	et	COO
que	que	SUB
je	je	PPER1S
porte	porter	VINDP1S
la	le	DETDFS
bannière	bannière	NCFS
de	de	PREP
la	le	DETDFS
Vierge	vierge	NCSIG
.	.	PCTFORTE
Plassans	Plassans	NPI
est	être	VINDP3S
une	un	DETIFS
sous-préfecture	sous-préfecture	NCFS
d'	de	PREP
environ	environ	ADV
dix	dix	ADJNUM
mille	mille	ADJNUM
âmes	âme	NCFP
.	.	PCTFORTE
Bâtie	bâtir	VPARPFS
sur	sur	PREP
le	le	DETDMS
plateau	plateau	NCMS
qui	qui	PRI
domine	dominer	VINDP3S
la	le	DETDFS
Viorne	viorne	NCFS
,	,	PCTFAIB
adossée	adosser	VPARPFS
au	à le	DETDMS
nord	nord	NCMIN
contre	contre	PREP
les	le	DETDPIG
collines	colline	NCFP
des	de le	DETDPIG
Garrigues	garrigues	NCI
,	,	PCTFAIB
une	un	PIFS
des	de le	DETDPIG
dernières	dernier	ADJFP
ramifications	ramification	NCFP
des	de le	DETDPIG
Alpes	alpe	NCFP
,	,	PCTFAIB
la	le	DETDFS
ville	ville	NCFS
est	être	VINDP3S
comme	comme	SUB
située	situé	ADJFS
au	à le	DETDMS
fond	fond	NCMS
d'	de	PREP
un	un	DETIMS
cul-de-sac	cul-de-sac	NCMS
.	.	PCTFORTE
En	en	PREP
1851	1851	NCMIN
,	,	PCTFAIB
elle	elle	PPER3S
ne	ne	ADV
communiquait	communiquer	VINDI3S
avec	avec	PREP
les	le	DETDPIG
pays	pays	NCMIN
voisins	voisin	ADJMP
que	que	ADV
par	par	PREP
deux	deux	ADJNUM
routes	route	NCFP
:	:	PCTFORTE
la	le	DETDFS
route	route	NCFS
de	de	PREP
Nice	Nice	NPSIG
,	,	PCTFAIB
qui	qui	PRI
descend	descendre	VINDP3S
à	à	PREP
l'	le	DETDMS
est	est	NCMIN
,	,	PCTFAIB
et	et	COO
la	le	DETDFS
route	route	NCFS
de	de	PREP
Lyon	Lyon	NPHSIG
,	,	PCTFAIB
qui	qui	PRI
monte	monter	VINDP3S
à	à	PREP
l'	le	DETDMS
ouest	ouest	NCMIN
,	,	PCTFAIB
l' une	l'une	PIFS
continuant	continuer	VPARPRES
l'	le	DETDMS
autre	autre	PISIG
,	,	PCTFAIB
sur	sur	PREP
deux	deux	ADJNUM
lignes	ligne	NCFP
presque	presque	ADV
parallèles	parallèle	ADJPIG
.	.	PCTFORTE
Depuis	depuis	PREP
cette	ce	DETDEM
époque	époque	NCFS
,	,	PCTFAIB
on	on	PPER3S
a	avoir	VINDP3S
construit	construire	VPARPMS
un	un	DETIMS
chemin	chemin	NCMS
de	de	PREP
fer	fer	NCMS
dont	dont	PRI
la	le	DETDFS
voie	voie	NCFS
passe	passer	VINDP3S
au	à le	DETDMS
sud	sud	NCMIN
de	de	PREP
la	le	DETDFS
ville	ville	NCFS
,	,	PCTFAIB
en	en	PREP
bas	bas	NCMIN
du	de le	DETDMS
coteau	coteau	NCMS
qui	qui	PRI
va	aller	VINDP3S
en	en	PREP
pente	pente	NCFS
raide	raide	ADJSIG
des	de le	DETDPIG
anciens	ancien	ADJMP
remparts	rempart	NCMP
à	à	PREP
la	le	DETDFS
rivière	rivière	NCFS
.	.	PCTFORTE
Aujourd	Aujourd'	NPI
hui	hui	ADV
,	,	PCTFAIB
quand	quand	SUB
on	on	PPER3S
sort	sortir	VINDP3S
de	de	PREP
la	le	DETDFS
gare	gar	NCFS
,	,	PCTFAIB
placée	placer	VPARPFS
sur	sur	PREP
la	le	DETDFS
rive	rive	NCFS
droite	droit	ADJFS
du	de le	DETDMS
petit	petit	ADJMS
torrent	torrent	NCMS
,	,	PCTFAIB
on	on	PPER3S
aperçoit	apercevoir	VINDP3S
,	,	PCTFAIB
en	en	PREP
levant	lever	VPARPRES
la	le	DETDFS
tête	tête	NCFS
,	,	PCTFAIB
les	le	DETDPIG
premières	premier	ADJORD
maisons	maison	NCFP
de	de	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
dont	dont	PRI
les	le	DETDPIG
jardins	jardin	NCMP
forment	former	VINDP3P
terrasse	terrasse	NCFS
.	.	PCTFORTE
Il	il	PPER3S
faut	falloir	VINDP3S
monter	monter	VINF
pendant	pendant	PREP
un	un	DETIMS
bon	bon	ADJMS
quart	quart	NCMS
d'	de	PREP
heure	heure	NCFS
avant	avant	PREP
d'	de	PREP
atteindre	atteindre	VINF
ces	ce	DETDEM
maisons	maison	NCFP
.	.	PCTFORTE
Il	il	PPER3S
y	y	PPER3S
a	avoir	VINDP3S
une	un	DETIFS
vingtaine	vingtaine	NCFS
d'	de	PREP
années	année	NCFP
,	,	PCTFAIB
grâce	grâce	PREP
sans	sans	PREP
doute	doute	NCMS
au	à le	DETDMS
manque	manque	NCMS
de	de	PREP
communications	communication	NCFP
,	,	PCTFAIB
aucune	aucun	ADJIND
ville	ville	NCFS
n'	ne	ADV
avait	avoir	VINDI3S
mieux	mieux	ADV
conservé	conserver	VPARPMS
le	le	DETDMS
caractère	caractère	NCMS
dévot	dévot	ADJMS
et	et	COO
aristocratique	aristocratique	ADJSIG
des	de le	DETDPIG
anciennes	ancien	ADJFP
cités	cité	NCFP
provençales	provençal	ADJFP
.	.	PCTFORTE
Elle	elle	PPER3S
avait	avoir	VINDI3S
,	,	PCTFAIB
et	et	COO
a	avoir	VINDP3S
d'	d	PREP
ailleurs	ailleurs	ADV
encore	encore	ADV
aujourd	aujourd'	NCI
hui	huir	VPARPMS
,	,	PCTFAIB
tout	tout	ADJMS
un	un	DETIMS
quartier	quartier	NCMS
de	de	PREP
grands	grand	ADJMP
hôtels	hôtel	NCMP
bâtis	bâtir	VPARPMP
sous	sous	PREP
Louis XIV	Louis xiv	NPMS
et	et	COO
sous	sous	PREP
Louis XV	Louis xv	NPMS
,	,	PCTFAIB
une	un	DETIFS
douzaine	douzaine	NCFS
d'	de	PREP
églises	église	NCFP
,	,	PCTFAIB
des	de le	DETDPIG
maisons	maison	NCFP
de	de	PREP
jésuites	jésuite	NCMP
et	et	COO
de	de	PREP
capucins	capucin	NCMP
,	,	PCTFAIB
un	un	DETIMS
nombre	nombre	NCMS
considérable	considérable	ADJSIG
de	de	PREP
couvents	couvent	NCMP
.	.	PCTFORTE
La	le	DETDFS
distinction	distinction	NCFS
des	de le	DETDPIG
classes	classe	NCFP
y	y	ADV
est	être	VINDP3S
restée	rester	VPARPFS
longtemps	longtemps	ADV
tranchée	trancher	VPARPFS
par	par	PREP
la	le	DETDFS
division	division	NCFS
des	de le	DETDPIG
quartiers	quartier	NCMP
.	.	PCTFORTE
Plassans	Plassans	NPI
en	en	PREP
compte	compte	NCMS
trois	trois	ADJNUM
,	,	PCTFAIB
qui	qui	PRI
forment	former	VINDP3P
chacun	chacun	PIMS
comme	comme	SUB
un	un	DETIMS
bourg	bourg	NCMS
particulier	particulier	ADJMS
et	et	COO
complet	complet	ADJMS
,	,	PCTFAIB
ayant	avoir	VPARPRES
ses	son	DETPOSS
églises	église	NCFP
,	,	PCTFAIB
ses	son	DETPOSS
promenades	promenade	NCFP
,	,	PCTFAIB
ses	son	DETPOSS
moeurs	moeurs	NCFP
,	,	PCTFAIB
ses	son	DETPOSS
horizons	horizon	NCMP
.	.	PCTFORTE
